"job_category","job_role","skills","experience","education","resume_text"
"Healthcare","Physician Assistant","Treatment Planning, Patient Counseling, EMR, Diagnosis, Clinical Assessment, Care Coordination, Communication, JIRA, Patient Safety","15","Bachelor's in Physiotherapy","Karthik Nair
Hyderabad | karthik.nair60@yahoo.com | +91-9839-5365-3347
Professional Summary:
Physician Assistant with 15 years of experience in healthcare environments. Hands-on with Clinical Assessment, Treatment Planning, Diagnosis, Patient Safety. Known for time management and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Skills:
- Treatment Planning
- Patient Counseling
- EMR
- Diagnosis
- Clinical Assessment
- Care Coordination
- Communication
- JIRA
- Patient Safety

Experience:
Physician Assistant | Nimbus Health (1.4 yrs)
- Delivered initiatives using EMR and Communication, improving a key metric by 14%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 30%.

Physician Assistant | Acme Corp (1.2 yrs)
- Delivered initiatives using Patient Safety and Diagnosis, improving a key metric by 9%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 19%.

Physician Assistant | Nimbus Health (3.2 yrs)
- Delivered initiatives using Treatment Planning and Clinical Assessment, improving a key metric by 29%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 23%.

Education: Bachelor's in Physiotherapy

Certifications: AWS Certified Solutions Architect – Associate
Achievements: Innovation Award for internal tooling"
"Radiology","Radiology Technologist","CT, Quality Control, X-ray, Radiation Safety, Patient Positioning, MRI, Contrast Prep, Equipment Maintenance","4","B.Sc. in Radiologic Technology","RESUME
Hannah Sharma
Toronto, ON
Email: hannah.sharma57@outlook.com | Phone: +44-7849-443-441
Summary:
Radiology Technologist with 4 years of experience in radiology environments. Hands-on with Contrast Prep, Quality Control, MRI, X-ray. Known for time management and customer empathy. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Experience:
Radiology Technologist | BrightLeaf Marketing (3.4 yrs)
In this role, I focused on Quality Control and X-ray while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 28% and improved stakeholder satisfaction.

Radiology Technologist | Acme Corp (3.3 yrs)
In this role, I focused on X-ray and Quality Control while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 15% and improved stakeholder satisfaction.

Radiology Technologist | Acme Corp (1 yrs)
In this role, I focused on Quality Control and MRI while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 24% and improved stakeholder satisfaction.

Skills:
- CT
- Quality Control
- X-ray
- Radiation Safety
- Patient Positioning
- MRI
- Contrast Prep
- Equipment Maintenance

Projects:
Marketing Attribution Model Refresh — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Education: B.Sc. in Radiologic Technology

Certifications: IELTS (Band 8)
Open Source: maintained a small PyPI package for text preprocessing
Publication: co-authored an article in a legal journal on compliance trends"
"Legal","Lawyer","Negotiation, Contract Drafting, Mediation, Case Management, Due Diligence, Writing, Compliance, Litigation, Teaching, Agile","1","JD (Juris Doctor)","Sofia Khan — Lawyer
Seattle, WA • sofia.khan81@yahoo.com • +44-7285-359-561
Summary:
Lawyer with 1 years of experience in legal environments. Hands-on with Teaching, Agile, Writing, Due Diligence. Known for stakeholder management and customer empathy. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Skills: Negotiation, Contract Drafting, Mediation, Case Management, Due Diligence, Writing, Compliance, Litigation, Teaching, Agile

Experience:
Lawyer | Acme Corp (1.6 yrs)
In this role, I focused on Agile and Teaching while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 27% and improved stakeholder satisfaction.

Corporate Counsel | Radiant Imaging (2.9 yrs)
In this role, I focused on Negotiation and Compliance while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 13% and improved stakeholder satisfaction.

Lawyer | BlueWave Labs (2.3 yrs)
In this role, I focused on Writing and Agile while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 21% and improved stakeholder satisfaction.

Lawyer | Acme Corp (1.1 yrs)
In this role, I focused on Agile and Teaching while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 30% and improved stakeholder satisfaction.

Education: JD (Juris Doctor)

Publication: co-authored a case study on campaign attribution"
"Legal","Corporate Counsel","Negotiation, Risk Management, Corporate Law, Policy Drafting, Vendor Management, Legal Research, Compliance, IP Basics, Governance, Contracts, Confluence, Research Methods","6","JD (Juris Doctor)","Nandini Martinez
Austin, TX | nandini.martinez8@yahoo.com | +91-9882-8080-9474
Objective: Seeking a Corporate Counsel position where I can apply Legal Research and Policy Drafting to deliver measurable impact.

Profile:
Corporate Counsel with 6 years of experience in legal environments. Hands-on with Research Methods, Legal Research, Governance, Contracts. Known for mentoring and stakeholder management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Core Skills: Negotiation, Risk Management, Corporate Law, Policy Drafting, Vendor Management, Legal Research, Compliance, IP Basics, Governance, Contracts, Confluence, Research Methods

Work History:
Corporate Counsel | Nimbus Health (1.9 yrs)
In this role, I focused on IP Basics and Vendor Management while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 17% and improved stakeholder satisfaction.

Corporate Counsel | BlueWave Labs (2.6 yrs)
In this role, I focused on Risk Management and Risk Management while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 35% and improved stakeholder satisfaction.

Corporate Counsel | MediCore (1.6 yrs)
In this role, I focused on Governance and Legal Research while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 12% and improved stakeholder satisfaction.

Academics: JD (Juris Doctor)

Certifications: HubSpot Content Marketing Certification
Highlights: Hackathon finalist
Open Source: triaged issues and improved README examples for an open-source MLOps tool"
"Cardiology","Cardiologist","Research, Echocardiography, ECG, Heart Failure, Guideline-based Care, Team Leadership, Patient Counseling, Hypertension, Cardiac Catheterization, Clinical Diagnosis","10","Doctor of Medicine (MD)","Karthik Wilson — Cardiologist
London, UK • karthik.wilson51@gmail.com • +1-206-294-8084
Profile:
Cardiologist with 10 years of experience in cardiology environments. Hands-on with Research, Echocardiography, ECG, Clinical Diagnosis. Known for time management and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Core Skills:
- Research
- Echocardiography
- ECG
- Heart Failure
- Guideline-based Care
- Team Leadership
- Patient Counseling
- Hypertension
- Cardiac Catheterization
- Clinical Diagnosis

Work History:
Cardiologist | Orbit Systems (3.2 yrs)
- Delivered initiatives using Guideline-based Care and Heart Failure, improving a key metric by 20%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 31%.

Cardiologist | MediCore (1.2 yrs)
- Delivered initiatives using Research and Guideline-based Care, improving a key metric by 15%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 43%.

Cardiac Nurse | BrightLeaf Marketing (2.0 yrs)
- Delivered initiatives using Team Leadership and Patient Counseling, improving a key metric by 17%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 42%.

Selected Work:
- Imaging Report Triage Assistant: built a small demo using Heart Failure; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Academics: Doctor of Medicine (MD)

Certifications: Kubernetes Administrator (CKA)
Highlights: Best Paper Award at a regional conference
Open Source: submitted bug fixes to a popular React component library"
"Radiology","Radiology Technologist","Quality Control, Equipment Maintenance, PACS, MRI, CT, Radiation Safety, Contrast Prep, Teaching, Public Speaking","1","Doctor of Medicine (MD)","Vikram Wilson — Radiology Technologist
Kolkata • vikram.wilson15@proton.me • +91-9890-2680-7804
Profile:
Radiology Technologist with 1 years of experience in radiology environments. Hands-on with PACS, Radiation Safety, Contrast Prep, Quality Control. Known for communication and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Core Skills: Quality Control, Equipment Maintenance, PACS, MRI, CT, Radiation Safety, Contrast Prep, Teaching, Public Speaking

Work History:
Radiology Technologist | FinEdge (2.5 yrs)
- Delivered initiatives using Contrast Prep and Contrast Prep, improving a key metric by 35%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 41%.

Radiology Technologist | Orbit Systems (2.1 yrs)
- Delivered initiatives using CT and PACS, improving a key metric by 27%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 25%.

Academics: Doctor of Medicine (MD)

Highlights: Best Paper Award at a regional conference
Publication: wrote a technical blog series on scalable ETL
I maintain a habit of retrospective notes to capture what worked and what should change next time.
I value clear documentation, pragmatic trade-offs, and continuous learning."
"Radiology","Radiology Technologist","Quality Control, CT, PACS, Patient Positioning, Radiation Safety, MRI, Patient Care, Contrast Prep, X-ray","11","Diploma in Medical Imaging","Neha Iyer
London, UK | neha.iyer68@outlook.com | +1-206-185-7036
Objective: Seeking a Radiology Technologist position where I can apply MRI and Patient Care to deliver measurable impact.

Summary:
Radiology Technologist with 11 years of experience in radiology environments. Hands-on with Contrast Prep, Radiation Safety, Patient Positioning, Patient Care. Known for stakeholder management and mentoring. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Experience:
Radiology Technologist | FinEdge (1 yrs)
- Delivered initiatives using PACS and Radiation Safety, improving a key metric by 11%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 36%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Radiology Technologist | MediCore (1.9 yrs)
- Delivered initiatives using Patient Care and Quality Control, improving a key metric by 16%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 25%.

Radiologist | Acme Corp (1.2 yrs)
- Delivered initiatives using Contrast Prep and Patient Care, improving a key metric by 20%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 23%.

Radiologist | Nimbus Health (2.8 yrs)
- Delivered initiatives using Patient Positioning and Contrast Prep, improving a key metric by 17%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 34%.

Skills: Quality Control, CT, PACS, Patient Positioning, Radiation Safety, MRI, Patient Care, Contrast Prep, X-ray

Education: Diploma in Medical Imaging

Recognition: Innovation Award for internal tooling
Open Source: triaged issues and improved README examples for an open-source MLOps tool
Publication: published a clinical poster on patient outcomes"
"Legal","Lawyer","Litigation, Due Diligence, Negotiation, Case Management, Compliance, Legal Research, Contract Drafting, Writing, Client Counseling, GDPR, Agile","4","LLM","Diego Johnson
Kolkata | diego.johnson14@outlook.com | +1-206-954-9555
Summary:
Lawyer with 4 years of experience in legal environments. Hands-on with Writing, Legal Research, Contract Drafting, Due Diligence. Known for stakeholder management and mentoring. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Skills: Litigation, Due Diligence, Negotiation, Case Management, Compliance, Legal Research, Contract Drafting, Writing, Client Counseling, GDPR, Agile

Experience:
Lawyer | Radiant Imaging (1.9 yrs)
In this role, I focused on Case Management and Negotiation while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 22% and improved stakeholder satisfaction.

Corporate Counsel | Radiant Imaging (2.2 yrs)
In this role, I focused on Litigation and Contract Drafting while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 39% and improved stakeholder satisfaction.

Education: LLM

Open Source: maintained a small PyPI package for text preprocessing
Publication: published a clinical poster on patient outcomes"
"Healthcare","Dentist","Prosthodontics, Radiography, Treatment Planning, Oral Surgery, Restorative Dentistry, Root Canal, Infection Control, Patient Care, Practice Management, Cosmetic Dentistry, JIRA","16","B.Sc. Nursing","Sara Anderson — Dentist
Seattle, WA • sara.anderson54@yahoo.com • +1-206-884-7921
Professional Summary:
Dentist with 16 years of experience in healthcare environments. Hands-on with Treatment Planning, Patient Care, Prosthodontics, Infection Control. Known for ownership and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Experience:
Dentist | Radiant Imaging (1 yrs)
- Delivered initiatives using Patient Care and Practice Management, improving a key metric by 26%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 18%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Dentist | Orbit Systems (3.1 yrs)
- Delivered initiatives using Root Canal and JIRA, improving a key metric by 10%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 11%.

Dentist | FinEdge (1.4 yrs)
- Delivered initiatives using Practice Management and Root Canal, improving a key metric by 34%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 18%.

Registered Nurse | FinEdge (3.1 yrs)
- Delivered initiatives using Prosthodontics and Restorative Dentistry, improving a key metric by 34%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 11%.

Skills:
- Prosthodontics
- Radiography
- Treatment Planning
- Oral Surgery
- Restorative Dentistry
- Root Canal
- Infection Control
- Patient Care
- Practice Management
- Cosmetic Dentistry

Education: B.Sc. Nursing

Certifications: Basic Life Support (BLS)
Achievements: Hackathon finalist
Open Source: triaged issues and improved README examples for an open-source MLOps tool
Publication: published a short paper on OCR post-processing"
"Radiology","Radiologist","Clinical Collaboration, X-ray, Image Interpretation, CT, Contrast Agents, Radiology Reporting, MRI, Patient Safety, Ultrasound","4","B.Sc. in Radiologic Technology","RESUME
Hannah Anderson
Bengaluru
Email: hannah.anderson22@gmail.com | Phone: +91-9862-8894-6397
Overview:
Radiologist with 4 years of experience in radiology environments. Hands-on with Radiology Reporting, Contrast Agents, Ultrasound, Patient Safety. Known for problem solving and customer empathy. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Career:
Radiologist | Nimbus Health (1.7 yrs)
- Delivered initiatives using Ultrasound and CT, improving a key metric by 15%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 29%.

Radiologist | FinEdge (2.1 yrs)
- Delivered initiatives using Contrast Agents and CT, improving a key metric by 9%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 19%.

Competencies:
- Clinical Collaboration
- X-ray
- Image Interpretation
- CT
- Contrast Agents
- Radiology Reporting
- MRI
- Patient Safety
- Ultrasound

Portfolio:
- Marketing Attribution Model Refresh: built a small demo using Patient Safety; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Education: B.Sc. in Radiologic Technology

Open Source: maintained a small PyPI package for text preprocessing"
"Cardiology","Cardiologist","Clinical Diagnosis, Team Leadership, Patient Counseling, Hypertension, Research, ECG, Heart Failure","12","DM Cardiology","Maya Smith — Cardiologist
Chennai • maya.smith57@proton.me • +1-206-527-0449
Professional Summary:
Cardiologist with 12 years of experience in cardiology environments. Hands-on with Team Leadership, Hypertension, Research, ECG. Known for communication and time management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Experience:
Cardiologist | Acme Corp (1.1 yrs)
In this role, I focused on Research and Research while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 25% and improved stakeholder satisfaction.

Cardiac Nurse | FinEdge (2.9 yrs)
In this role, I focused on Heart Failure and Team Leadership while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 15% and improved stakeholder satisfaction.

Skills:
- Clinical Diagnosis
- Team Leadership
- Patient Counseling
- Hypertension
- Research
- ECG
- Heart Failure

Education: DM Cardiology

Certifications: HubSpot Content Marketing Certification
Open Source: maintained a small PyPI package for text preprocessing
Outside work, I contribute to internal knowledge bases and experiment with small prototypes to validate ideas."
"Data Science","Data Engineer","Snowflake, ETL, Data Modeling, Kafka, Python, AWS, Spark, SQL, Data Warehousing, Airflow","9","Master's in Data Science","RESUME
David Lewis
Chennai
Email: david.lewis45@proton.me | Phone: +91-9880-1075-5608
Overview:
Data Engineer with 9 years of experience in data science environments. Hands-on with Snowflake, Data Modeling, Kafka, Spark. Known for communication and time management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Career:
Data Engineer | Orbit Systems (2.4 yrs)
In this role, I focused on ETL and Spark while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 34% and improved stakeholder satisfaction.

Data Engineer | FinEdge (1.4 yrs)
In this role, I focused on Airflow and SQL while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 24% and improved stakeholder satisfaction.

NLP Engineer | Radiant Imaging (1.8 yrs)
In this role, I focused on Spark and Python while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 39% and improved stakeholder satisfaction.

Competencies: Snowflake, ETL, Data Modeling, Kafka, Python, AWS, Spark, SQL, Data Warehousing, Airflow

Portfolio:
Marketing Attribution Model Refresh — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Education: Master's in Data Science

Certifications: IELTS (Band 8)
Open Source: contributed to Apache Airflow provider docs"
"Marketing","Content Marketing Manager","Content Strategy, Brand Voice, Copywriting, Campaign Management, Email Marketing, CMS, SEO, Editorial Planning, Analytics","2","PG Diploma in Digital Marketing","Chen Gupta
Mumbai | chen.gupta37@yahoo.com | +91-9862-0816-2496
Objective: Seeking a Content Marketing Manager position where I can apply Editorial Planning and Analytics to deliver measurable impact.

Professional Summary:
Content Marketing Manager with 2 years of experience in marketing environments. Hands-on with Copywriting, Analytics, Campaign Management, Brand Voice. Known for time management and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Experience:
Content Marketing Manager | BrightLeaf Marketing (3.0 yrs)
- Delivered initiatives using Copywriting and Email Marketing, improving a key metric by 14%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 42%.

Content Marketing Manager | Nimbus Health (1 yrs)
- Delivered initiatives using Editorial Planning and Analytics, improving a key metric by 30%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 20%.

Skills:
- Content Strategy
- Brand Voice
- Copywriting
- Campaign Management
- Email Marketing
- CMS
- SEO
- Editorial Planning
- Analytics

Education: PG Diploma in Digital Marketing

Open Source: triaged issues and improved README examples for an open-source MLOps tool"
"Healthcare","Physiotherapist","Sports Injury, Patient Education, Rehabilitation, Gait Training, Manual Therapy, Home Programs, Pain Management, Research Methods, Patient Safety","11","Doctor of Medicine (MD)","Aarav Nair
Delhi | aarav.nair50@gmail.com | +1-206-802-1761
Career Objective: To grow as a Physiotherapist by solving real problems using Home Programs while collaborating with high-performing teams.

About Me:
Physiotherapist with 11 years of experience in healthcare environments. Hands-on with Research Methods, Pain Management, Manual Therapy, Rehabilitation. Known for communication and communication. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Employment:
Physiotherapist | BlueWave Labs (3.1 yrs)
- Delivered initiatives using Sports Injury and Sports Injury, improving a key metric by 32%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 40%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Physiotherapist | LexBridge Associates (1.6 yrs)
- Delivered initiatives using Rehabilitation and Sports Injury, improving a key metric by 10%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 23%.

Technical Stack:
- Sports Injury
- Patient Education
- Rehabilitation
- Gait Training
- Manual Therapy
- Home Programs
- Pain Management
- Research Methods
- Patient Safety

Qualifications: Doctor of Medicine (MD)

Publication: co-authored a case study on campaign attribution"
"Cardiology","Cardiac Nurse","ECG, Care Plans, Cardiac Monitoring, Medication Administration, EMR, Patient Education, Post-op Care, Vital Signs, Leadership","17","Doctor of Medicine (MD)","Nandini Anderson — Cardiac Nurse
Toronto, ON • nandini.anderson50@outlook.com • +91-9820-7106-7920
Professional Summary:
Cardiac Nurse with 17 years of experience in cardiology environments. Hands-on with Post-op Care, Patient Education, EMR, Vital Signs. Known for cross-functional collaboration and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Experience:
Cardiac Nurse | BrightLeaf Marketing (2.7 yrs)
- Delivered initiatives using Cardiac Monitoring and Cardiac Monitoring, improving a key metric by 35%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 34%.

Cardiac Nurse | Nimbus Health (1.1 yrs)
- Delivered initiatives using ECG and Patient Education, improving a key metric by 8%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 25%.

Cardiac Nurse | FinEdge (3.2 yrs)
- Delivered initiatives using Leadership and Leadership, improving a key metric by 10%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 10%.

Skills: ECG, Care Plans, Cardiac Monitoring, Medication Administration, EMR, Patient Education, Post-op Care, Vital Signs, Leadership

Projects:
- Imaging Report Triage Assistant: built a small demo using Leadership; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Education: Doctor of Medicine (MD)

Certifications: HubSpot Content Marketing Certification"
"Software Engineering","QA Automation Engineer","BDD, TestNG, Python, Java, API Testing, Cypress, Selenium, JMeter, Playwright, CI/CD, GDPR","12","Bachelor's in Computer Science","Hannah Walker
Kolkata | hannah.walker24@gmail.com | +91-9831-3863-9563
Profile:
QA Automation Engineer with 12 years of experience in software engineering environments. Hands-on with Playwright, JMeter, Python, Selenium. Known for time management and stakeholder management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Core Skills:
- BDD
- TestNG
- Python
- Java
- API Testing
- Cypress
- Selenium
- JMeter
- Playwright
- CI/CD

Work History:
QA Automation Engineer | MediCore (2.6 yrs)
In this role, I focused on TestNG and CI/CD while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 19% and improved stakeholder satisfaction.

QA Automation Engineer | Radiant Imaging (3.3 yrs)
In this role, I focused on BDD and CI/CD while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 12% and improved stakeholder satisfaction.

QA Automation Engineer | FinEdge (1.9 yrs)
In this role, I focused on JMeter and Python while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 31% and improved stakeholder satisfaction.

QA Automation Engineer | Nimbus Health (1 yrs)
In this role, I focused on Python and BDD while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 14% and improved stakeholder satisfaction.

Selected Work:
Contract Review Checklist Automation — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Academics: Bachelor's in Computer Science

Certifications: ITIL Foundation
Publication: published a short paper on OCR post-processing"
"Healthcare","Physician Assistant","Diagnosis, Care Coordination, Communication, EMR, Treatment Planning, Lab Interpretation, Patient Counseling","5","Doctor of Medicine (MD)","Priya Garcia — Physician Assistant
Seattle, WA • priya.garcia50@yahoo.com • +44-7124-816-354
Career Objective: To grow as a Physician Assistant by solving real problems using Lab Interpretation while collaborating with high-performing teams.

Summary:
Physician Assistant with 5 years of experience in healthcare environments. Hands-on with Communication, Patient Counseling, Diagnosis, EMR. Known for customer empathy and cross-functional collaboration. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Experience:
Physician Assistant | BlueWave Labs (2.7 yrs)
In this role, I focused on Care Coordination and Diagnosis while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 40% and improved stakeholder satisfaction.

Pharmacist | LexBridge Associates (3.0 yrs)
In this role, I focused on EMR and Diagnosis while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 29% and improved stakeholder satisfaction.

Physician Assistant | Orbit Systems (1.7 yrs)
In this role, I focused on Communication and Lab Interpretation while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 30% and improved stakeholder satisfaction.

Skills:
- Diagnosis
- Care Coordination
- Communication
- EMR
- Treatment Planning
- Lab Interpretation
- Patient Counseling

Projects:
Resume Parsing & Skill Extraction Pipeline — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Education: Doctor of Medicine (MD)

Certifications: Kubernetes Administrator (CKA)
Open Source: submitted bug fixes to a popular React component library
Publication: published a short paper on OCR post-processing"
